"","Plate","Day","Day_number_by_exp","Exp_day_after","Number","Day_number","Date.x","Year","Dark_condition","Time","Strain","Video_1","OBS","USE","Time_dry","Num_Adults","Num_other","Microliters_counting","Treatment","Height_base","Height","Angle_length","Length","Width","Pillar_height","Pillar_angle","Pillar_length","Pillar_width","Sociality","Procedence","Conc","Conc_T","Timehms","Time_minutes","Filming_number","count_all","count","Corrected_length","Corrected_height","Pillar_angle_absolute","Angle_length_absolute","Zero_time_minutes","First_base","Time_Span_from_first","Time_Span_from_zero","Time_Span","Tw_height_Span","Tw_length_Span","Corrected_height_Span","Corrected_length_Span","growth_length","growth_height","growth_corrected_length","growth_corrected_height","Length_nobase","Height_nobase","Tw_area","Tw_area_corrected","Num_Adults_1mu","Num_Other_1mu","Prop_A_others","Mean_height","Median_height"
"206","3",8,2,"E",1501,30,"15. May",2023,"Y",12:45:00,"CB","MVI_6969",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.363,0.924,-2.503,0.925,0.147,2.968,-5.594,2.982,0.154,"1Social","1Wild","8 _ 3","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.310194500335345,0.311320754716981,5.594,2.503,765,0.363,0,0,0,0,0,0,0,0,0,0,0,0.562,0.561,0.135975,0.0455985915492958,2.4,23.06666666,0.0942408377210054,2.138,2.503
"207","34",8,28,"E",1527,56,"15. May",2023,"Y",12:45:00,"N2","MVI_6995",NA,"Y","12:30",NA,NA,NA,"1.D1A",0.358,2.595,-1.226,2.595,0.48,5.033,-3.122,5.055,0.184,"2Non_social","2Lab","8 _ 34","1.D1A _ N2",12H 45M 0S,765,1,5,5,0.513353115727003,0.515597059407908,3.122,1.226,765,0.358,0,0,0,0,0,0,0,0,0,0,0,2.237,2.237,1.2456,0.246409495548961,NA,NA,NA,3.05233333333333,3.003
"208","43",8,34,"E",1533,62,"15. May",2023,"Y",12:45:00,"CB","MVI_7001",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.348,1.615,0.716,1.615,0.379,4.956,-0.531,4.956,0.184,"1Social","1Wild","8 _ 43","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.325867635189669,0.325867635189669,0.531,0.716,765,0.348,0,0,0,0,0,0,0,0,0,0,0,1.267,1.267,0.612085,0.123503833736885,2.4,23.06666666,0.0942408377210054,1.718,1.615
"209","48",8,38,"E",1537,66,"15. May",2023,"Y",12:45:00,"CB","MVI_7005",NA,"Y","12:30",NA,NA,NA,"1.D1A",0.126,3.715,0.777,3.72,0.242,4.772,0.918,4.773,0.154,"1Social","1Wild","8 _ 48","1.D1A _ CB",12H 45M 0S,765,1,4,4,0.779384035197989,0.778499580888516,0.918,0.777,765,0.126,0,0,0,0,0,0,0,0,0,0,0,3.594,3.589,0.90024,0.188610936517913,NA,NA,NA,2.27166666666667,1.656
"210","57",8,45,"E",1544,73,"15. May",2023,"Y",12:45:00,"N2","MVI_7012",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.338,1.207,0.959,1.207,0.414,2.371,0.735,2.386,0.123,"2Non_social","2Lab","8 _ 57","3.MIX _ N2",12H 45M 0S,765,1,5,5,0.505867560771165,0.509067903838043,0.735,0.959,765,0.338,0,0,0,0,0,0,0,0,0,0,0,0.869,0.869,0.499698,0.209429170159262,3.666666666,18.6,0.164670658657625,1.301,1.207
"211","58",8,46,"E",1545,74,"15. May",2023,"Y",12:45:00,"CB","MVI_7013",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.384,2.883,-0.403,2.872,0.404,6.348,0.69,6.348,0.214,"1Social","1Wild","8 _ 58","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.452425960932577,0.454158790170132,0.69,0.403,765,0.384,0,0,0,0,0,0,0,0,0,0,0,2.488,2.499,1.160288,0.182780088216761,2.4,23.06666666,0.0942408377210054,3.34366666666667,3.453
"212","59",8,47,"E",1546,75,"15. May",2023,"Y",12:45:00,"CB","MVI_7014",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.303,0.98,2.314,1,0.248,2.646,3.991,2.637,0.108,"1Social","1Wild","8 _ 59","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.379218809252939,0.37037037037037,3.991,2.314,765,0.303,0,0,0,0,0,0,0,0,0,0,0,0.697,0.677,0.248,0.0940462646947289,2.4,23.06666666,0.0942408377210054,1.54966666666667,1.584
"213","6",8,3,"E",1502,31,"15. May",2023,"Y",12:45:00,"N2","MVI_6970",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.389,1.273,-3.406,1.274,0.389,4.497,-3.515,4.49,0.199,"2Non_social","2Lab","8 _ 6","3.MIX _ N2",12H 45M 0S,765,1,5,5,0.283741648106904,0.283077607293751,3.515,3.406,765,0.389,0,0,0,0,0,0,0,0,0,0,0,0.885,0.884,0.495586,0.110375501113586,3.666666666,18.6,0.164670658657625,2.35033333333333,2.779
"214","61",8,114,"E",1613,142,"15. May",2023,"Y",14:25:00,"N2","MVI_7081",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.596,1.545,1.674,1.555,0.298,5.185,2.027,5.189,0.154,"2Non_social","2Lab","8 _ 61","3.MIX _ N2",14H 25M 0S,865,1,4,4,0.299672383888996,0.297974927675988,2.027,1.674,765,0.596,0,100,0,0,0,0,0,0,0,0,0,0.959,0.949,0.46339,0.0893023703989208,3.666666666,18.6,0.164670658657625,2.44733333333333,2.479
"215","62",8,48,"E",1547,76,"15. May",2023,"Y",12:45:00,"N2","MVI_7015",NA,"Y","12:30",NA,NA,NA,"1.D1A",0.288,1.938,-1.939,1.939,0.51,3.136,-3.35,3.141,0.168,"2Non_social","2Lab","8 _ 62","1.D1A _ N2",12H 45M 0S,765,1,5,5,0.617319325055715,0.617984693877551,3.35,1.939,765,0.288,0,0,0,0,0,0,0,0,0,0,0,1.651,1.65,0.98889,0.314832855778415,NA,NA,NA,2.65866666666667,2.842
"216","69",8,54,"E",1553,82,"15. May",2023,"Y",12:45:00,"N2","MVI_7021",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.429,2.014,-7.481,2.016,0.378,4.757,-6.645,4.758,0.153,"2Non_social","2Lab","8 _ 69","3.MIX _ N2",12H 45M 0S,765,1,5,5,0.423707440100883,0.42337607735968,6.645,7.481,765,0.429,0,0,0,0,0,0,0,0,0,0,0,1.587,1.585,0.762048,0.160161412358134,3.666666666,18.6,0.164670658657625,2,2.016
"217","71",8,124,"E",1623,152,"15. May",2023,"Y",14:25:00,"N2","MVI_7091",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.303,1.166,-4.191,1.174,0.278,3.579,-1.95,3.597,0.107,"2Non_social","2Lab","8 _ 71","3.MIX _ N2",14H 25M 0S,865,1,4,4,0.326383097025299,0.32578932662755,1.95,4.191,765,0.303,0,100,0,0,0,0,0,0,0,0,0,0.871,0.863,0.326372,0.0907345009730331,3.666666666,18.6,0.164670658657625,1.363,1.174
"218","73",8,56,"E",1555,84,"15. May",2023,"Y",12:45:00,"CB","MVI_7023",NA,"Y","12:30",NA,NA,NA,"1.D1A",0.217,1.681,-0.516,1.681,0.404,3.472,-0.252,3.472,0.169,"1Social","1Wild","8 _ 73","1.D1A _ CB",12H 45M 0S,765,1,5,5,0.484158986175115,0.484158986175115,0.252,0.516,765,0.217,0,0,0,0,0,0,0,0,0,0,0,1.464,1.464,0.679124,0.195600230414747,NA,NA,NA,1.60166666666667,1.681
"219","78",8,61,"E",1560,89,"15. May",2023,"Y",12:45:00,"N2","MVI_7028",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.404,1.716,-5.392,1.719,0.425,3.839,-7.125,3.823,0.138,"2Non_social","2Lab","8 _ 78","3.MIX _ N2",12H 45M 0S,765,1,5,5,0.449646874182579,0.446991404011461,7.125,5.392,765,0.404,0,0,0,0,0,0,0,0,0,0,0,1.315,1.312,0.730575,0.191099921527596,3.666666666,18.6,0.164670658657625,2.279,2.451
"220","79",8,62,"E",1561,90,"15. May",2023,"Y",12:45:00,"N2","MVI_7029",NA,"Y","12:30",NA,NA,NA,"1.D1A",0.313,2.711,3.654,2.772,0.601,6.15,3.283,6.144,0.247,"2Non_social","2Lab","8 _ 79","1.D1A _ N2",12H 45M 0S,765,1,5,5,0.451171875,0.440813008130081,3.283,3.654,765,0.313,0,0,0,0,0,0,0,0,0,0,0,2.459,2.398,1.665972,0.271154296875,NA,NA,NA,3.80966666666667,4.223
"221","80",8,133,"E",1632,161,"15. May",2023,"Y",14:25:00,"N2","MVI_7100",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.601,1.883,1.694,1.879,0.459,4.344,2.01,4.362,0.154,"2Non_social","2Lab","8 _ 80","3.MIX _ N2",14H 25M 0S,865,1,4,4,0.430765703805594,0.433471454880295,2.01,1.694,765,0.601,0,100,0,0,0,0,0,0,0,0,0,1.278,1.282,0.862461,0.197721458046768,3.666666666,18.6,0.164670658657625,2.643,2.928
"222","9",8,6,"E",1505,34,"15. May",2023,"Y",12:45:00,"CB","MVI_6973",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.344,1.6,-11.204,1.611,0.406,2.142,-10.916,2.181,0.168,"1Social","1Wild","8 _ 9","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.738651994497937,0.746965452847806,10.916,11.204,765,0.344,0,0,0,0,0,0,0,0,0,0,0,1.267,1.256,0.654066,0.299892709766162,2.4,23.06666666,0.0942408377210054,1.713,1.611
"223","10",9,5,"E",1892,53,"16. May",2023,"Y",12:16:00,"N2","MVI_7369",NA,"Y","12:16",4.666666667,28,5,"3.MIX",0.217,0.525,-9.002,0.516,0.141,2.811,-12.969,2.866,0.136,"2Non_social","2Lab","9 _ 10","3.MIX _ N2",12H 16M 0S,736,1,5,5,0.180041870202373,0.186766275346852,12.969,9.002,736,0.217,0,0,0,0,0,0,0,0,0,0,0,0.299,0.308,0.072756,0.0253859036985345,0.9333333334,5.6,0.142857142865889,1.831,2.445
"224","13",9,8,"E",1895,56,"16. May",2023,"Y",12:16:00,"CB","MVI_7372",NA,"Y","12:16",2,43,5,"3.MIX",0.232,1.968,-1.507,1.918,0.384,4.839,-4.326,4.876,0.219,"1Social","1Wild","9 _ 13","3.MIX _ CB",12H 16M 0S,736,1,5,5,0.393355209187859,0.406695598264104,4.326,1.507,736,0.232,0,0,0,0,0,0,0,0,0,0,0,1.686,1.736,0.736512,0.151048400328138,0.4,8.6,0.0444444444444444,1.413,1.42
"225","30",9,18,"E",1905,66,"16. May",2023,"Y",12:16:00,"N2","MVI_7382",NA,"Y","12:16",4.666666667,28,5,"3.MIX",0.313,1.272,-4.346,1.265,0.283,3.77,-3.122,3.798,0.138,"2Non_social","2Lab","9 _ 30","3.MIX _ N2",12H 16M 0S,736,1,5,5,0.333070036861506,0.337400530503979,3.122,4.346,736,0.313,0,0,0,0,0,0,0,0,0,0,0,0.952,0.959,0.357995,0.0942588204318062,0.9333333334,5.6,0.142857142865889,2.273,2.586
"226","33",9,72,"E",1959,120,"16. May",2023,"Y",13:27:00,"N2","MVI_7437",NA,"Y","12:16",4.666666667,28,5,"3.MIX",0.207,2.528,-4.434,2.546,0.556,3.379,-9.083,3.422,0.173,"2Non_social","2Lab","9 _ 33","3.MIX _ N2",13H 27M 0S,807,1,4,4,0.744009351256575,0.748150340337378,9.083,4.434,736,0.207,0,71,0,0,0,0,0,0,0,0,0,2.339,2.321,1.415576,0.413669199298656,0.9333333334,5.6,0.142857142865889,2.87766666666667,2.897
"227","34",9,21,"E",1908,69,"16. May",2023,"Y",12:16:00,"N2","MVI_7385",NA,"Y","12:16",4.666666667,28,5,"3.MIX",0.212,1.59,-3.25,1.602,0.486,4.897,-3.09,4.903,0.219,"2Non_social","2Lab","9 _ 34","3.MIX _ N2",12H 16M 0S,736,1,5,5,0.326738731388946,0.324688584847866,3.09,3.25,736,0.212,0,0,0,0,0,0,0,0,0,0,0,1.39,1.378,0.778572,0.158795023455028,0.9333333334,5.6,0.142857142865889,1.94533333333333,1.921
"228","37",9,76,"E",1963,124,"16. May",2023,"Y",13:27:00,"N2","MVI_7441",NA,"Y","12:16",4.666666667,28,5,"3.MIX",0.303,2.442,1.417,2.448,0.662,3.093,-4.01,3.122,0.161,"2Non_social","2Lab","9 _ 37","3.MIX _ N2",13H 27M 0S,807,1,4,4,0.784112748238309,0.789524733268671,4.01,1.417,736,0.303,0,71,0,0,0,0,0,0,0,0,0,2.145,2.139,1.620576,0.51908263933376,0.9333333334,5.6,0.142857142865889,2.657,2.596
"229","41",9,26,"E",1913,74,"16. May",2023,"Y",12:16:00,"N2","MVI_7390",NA,"Y","12:16",4.666666667,28,5,"3.MIX",0.323,2.261,-1.662,2.262,0.474,2.85,0.693,2.851,0.104,"2Non_social","2Lab","9 _ 41","3.MIX _ N2",12H 16M 0S,736,1,5,5,0.793405822518415,0.793333333333333,0.693,1.662,736,0.323,0,0,0,0,0,0,0,0,0,0,0,1.939,1.938,1.072188,0.376074359873729,0.9333333334,5.6,0.142857142865889,2.437,2.315
"230","43",9,28,"E",1915,76,"16. May",2023,"Y",12:16:00,"CB","MVI_7392",NA,"Y","12:16",2,43,5,"3.MIX",0.197,3.73,-1.712,3.716,0.264,4.103,-1.12,4.115,0.15,"1Social","1Wild","9 _ 43","3.MIX _ CB",12H 16M 0S,736,1,4,4,0.903037667071689,0.909090909090909,1.12,1.712,736,0.197,0,0,0,0,0,0,0,0,0,0,0,3.519,3.533,0.981024,0.238401944106926,0.4,8.6,0.0444444444444444,4.24033333333333,4.281
"231","45",9,30,"E",1917,78,"16. May",2023,"Y",12:16:00,"N2","MVI_7394",NA,"Y","12:16",4.666666667,28,5,"3.MIX",0.227,1.115,-1.798,1.126,0.384,3.287,-10.412,3.307,0.173,"2Non_social","2Lab","9 _ 45","3.MIX _ N2",12H 16M 0S,736,1,5,5,0.340489869972785,0.33921508974749,10.412,1.798,736,0.227,0,0,0,0,0,0,0,0,0,0,0,0.899,0.888,0.432384,0.130748110069549,0.9333333334,5.6,0.142857142865889,2.22433333333333,2.638
"232","52",9,34,"E",1921,82,"16. May",2023,"Y",12:16:00,"CB","MVI_7399",NA,"Y","12:16",2,43,5,"3.MIX",0.363,5.006,-3.148,5.054,0.46,6.172,-6.968,6.253,0.219,"1Social","1Wild","9 _ 52","3.MIX _ CB",12H 16M 0S,736,1,5,5,0.80825203902127,0.811082307193778,6.968,3.148,736,0.363,0,0,0,0,0,0,0,0,0,0,0,4.691,4.643,2.32484,0.371795937949784,0.4,8.6,0.0444444444444444,4.796,4.686
"233","8",9,4,"E",1891,52,"16. May",2023,"Y",12:16:00,"N2","MVI_7368",NA,"Y","12:16",4.666666667,28,5,"3.MIX",0.353,0.863,6.557,0.884,0.28,3.267,3.558,3.273,0.118,"2Non_social","2Lab","9 _ 8","3.MIX _ N2",12H 16M 0S,736,1,5,5,0.270088603727467,0.264156718702173,3.558,6.557,736,0.353,0,0,0,0,0,0,0,0,0,0,0,0.531,0.51,0.24752,0.0756248090436908,0.9333333334,5.6,0.142857142865889,1.96466666666667,2.451
